Alvocidib,DB03496,"Alvocidib is a synthetic flavonoid based on an extract from an Indian plant for the potential treatment of cancer. It works by inhibiting cyclin-dependent kinases, arresting cell division and causing apoptosis in non-small lung cancer cells.",4450222,5287969,BIIVYFLTOXDAOV-YVEFUNNKSA-N,CN1CC[C@@H]([C@@H](C1)O)c2c(cc(c3c2oc(cc3=O)c4ccccc4Cl)O)O,Sanofi,0,,,
Amcasertib,DB14866,Amcasertib is under investigation in clinical trial NCT02483247 (A Study of BBI503 in Combination With Selected Anti-Cancer Therapeutics in Adult Patients With Advanced Cancer).,44208821,,QDWKGEFGLQMDAM-ULJHMMPZSA-N,CCN(CC)CCNC(=O)c1c(c([nH]c1C)/C=C\2/c3cc(ccc3NC2=O)c4csc(n4)c5ccccc5)C,Boston Biomedical,0,,,
Amuvatinib,DB12742,"Amuvatinib has been used in trials studying the treatment of Solid Tumors and Small Cell Lung Carcinoma. Amuvatinib is an oral, selective multi-targeted tyrosine kinase inhibitor that suppresses c-MET, c-RET and the mutant forms of c-KIT, PDGFR and FLT3. Amuvatinib also suppresses Rad51 protein, a critical component of double-stranded DNA repair in cancer cells.",9457280,11282283,FOFDIMHVKGYHRU-UHFFFAOYSA-N,c1ccc2c(c1)c3c(o2)c(ncn3)N4CCN(CC4)C(=S)NCc5ccc6c(c5)OCO6,Supergen,0,,,
Anlotinib,DB11885,Anlotinib has been investigated for the treatment of Non-small Cell Lung Cancer and Metastatic Colorectal Cancer.,45743493,25017411,KSMZEXLVHXZPEF-UHFFFAOYSA-N,Cc1cc2c([nH]1)ccc(c2F)Oc3ccnc4c3cc(c(c4)OCC5(CC5)N)OC,Advenchen Laboratories,0,,,
Apitolisib,DB12180,"Apitolisib has been used in trials studying the treatment of Solid Cancers, Breast Cancer, Prostate Cancer, Renal Cell Carcinoma, and Endometrial Carcinoma, among others.",26325996,25254071,YOVVNQKCSKSHKT-HNNXBMFYSA-N,Cc1c(sc2c1nc(nc2N3CCOCC3)c4cnc(nc4)N)CN5CCN(CC5)C(=O)[C@H](C)O,Hoffmann-La Roche,0,,,
AT9283,DB05169,"AT9283 is an aurora Kinase inhibitor developed by Astex Therapeutics for the treatment of cancer. It was discovered and developed internally using Astex’s fragment-based drug discovery platform, Pyramid.",,,LOLPPWBBNUVNQZ-UHFFFAOYSA-N,,,0,,,
AV-412,DB06021,,9875421,,GTWJVFFZCKODEV-UHFFFAOYSA-N,,,0,,,
Avapritinib,DB15233,Avapritinib is under investigation in clinical trial NCT03862885 (Early Access Program (EAP) for Avapritinib in Patients With Locally Advanced Unresectable or Metastatic GIST).,58828673,,DWYRIWUZIJHQKQ-SANMLTNESA-N,C[C@](c1ccc(cc1)F)(c2cnc(nc2)N3CCN(CC3)c4c5cc(cn5ncn4)c6cnn(c6)C)N,Blueprint Medicines,0,,,
Axitinib,DB06626,"Axitinib is a second generation tyrosine kinase inhibitor that works by selectively inhibiting vascular endothelial growth factor receptors (VEGFR-1, VEGFR-2, VEGFR-3).[L6676] Through this mechanism of action, axitinib blocks angiogenesis, tumour growth and metastases. It is reported to exhibit potency that is 50-450 times higher than that of the first generation VEGFR inhibitors.[L6676] Axitinib is an indazole derivative.[A179398] It is most commonly marketed under the name Inlyta® and is available in oral formulations.",4953153,6450551,RITAVMQDGBJQJZ-FMIVXFBMSA-N,CNC(=O)c1ccccc1Sc2ccc3c(c2)[nH]nc3/C=C/c4ccccn4,Pfizer,1,L01XE17,,
AZD-0424,DB13088,AZD0424 has been used in trials studying the treatment of Advanced Solid Tumours.,8068841,9893171,MVWATCATLSSVBH-UHFFFAOYSA-N,,,0,,,
Bafetinib,DB11851,"Bafetinib has been used in trials studying the treatment of Adult Gliosarcoma, Adult Mixed Glioma, Adult Glioblastoma, Chronic Myeloid Leukemia, and Acute Lymphocytic Leukemia, among others.",9562515,11387605,ZGBAJMQHJDFTQJ-DEOSSOPVSA-N,Cc1ccc(cc1Nc2nccc(n2)c3cncnc3)NC(=O)c4ccc(c(c4)C(F)(F)F)CN5CC[C@@H](C5)N(C)C,Innovive Pharmaceuticals,0,,,
Barasertib,DB11747,"Barasertib has been used in trials studying the treatment of Tumors, Lymphoma, Solid Tumors, Solid Tumours, and Myeloid Leukemia, among others.",9672789,11497983,GBJVVSCPOBPEIT-UHFFFAOYSA-N,CCN(CCCOc1ccc2c(c1)ncnc2Nc3cc(n[nH]3)CC(=O)Nc4cccc(c4)F)CCOP(=O)(O)O,Astrazeneca,0,,,
Baricitinib,DB11817,"Baricitinib is a selective and reversible Janus kinase 1 (JAK1) and 2 (JAK2) inhibitor. Janus kinases belong to the tyrosine protein kinase family and play an important role in the proinflammatory pathway signalling that is frequently over-activated in autoimmune disorders such as rheumatoid arthritis. By blocking the actions of JAK1/2, baricitinib disrupts the activation of downstream signalling molecules and proinflammatory mediators. 

Rheumatoid arthritis is a progressive autoimmune disease commonly associated with discomfort, diasability, and joint damage. Throughout disease progression, the disease may further lead to joint erosions and deformities, causing premature mortality, functional impairment, and reduced quality of life [A31386]. While there are several disease modifying antirheumatic drugs (DMARDs) available for treatment, patients often experience inadequate threapeutic resposes to these drugs. In animal models of inflammatory arthritis, baricitinib was shown to have significant anti-inflammatory effects, but also led to preservation of cartilage and bone, with no detectable suppression of humoral immunity or adverse hematologic effects [A31382].

In the EU, baricitinib was approved in February of 2017 as a second-line orally administered treatment for moderate to severe active rheumatoid arthritis in adults, either as a monotherapy or when combined with methotrexate. It is marketed under the trade name Olumiant.",26373084,44205240,XUZMWHLSFXCVMG-UHFFFAOYSA-N,CCS(=O)(=O)N1CC(C1)(CC#N)n2cc(cn2)c3c4cc[nH]c4ncn3,Eli Lilly,1,L04AA37,,
Berzosertib,DB11794,"Berzosertib (VX-970) has been used in trials studying the treatment of Ovarian Neoplasms, Ovarian Serous Tumor, Adult Solid Neoplasm, Advanced Solid Tumor, and Advanced Solid Neoplasm, among others.",30773968,59472121,JZCWLJDSIRUGIN-UHFFFAOYSA-N,CC(C)S(=O)(=O)c1ccc(cc1)c2cnc(c(n2)c3cc(no3)c4ccc(cc4)CNC)N,Vertex Pharmaceuticals,0,,,
Bimiralisib,DB14846,Bimiralisib is under investigation in clinical trial NCT02723877 (PQR309 and Eribulin in Metastatic HER2 Negative and Triple-negative Breast Cancer (PIQHASSO)).,35033288,,ADGGYDAFIHSYFI-UHFFFAOYSA-N,c1c(c(c[nH]c1=N)c2nc(nc(n2)N3CCOCC3)N4CCOCC4)C(F)(F)F,Piqur Therapeutics,0,,,
Binimetinib,DB11967,"Binimetinib, also known as _Mektovi_, is a potent is a potent and selective oral mitogen-activated protein kinase 1/2   (MEK 1/2) inhibitor which is combined with [Encorafenib] [A34275],[L3335].

On June 27, 2018, the Food and Drug Administration approved the combination of [Encorafenib] and binimetinib (BRAFTOVI and MEKTOVI, from Array BioPharma Inc.) in combination for patients with unresectable or metastatic melanoma with the BRAF V600E or V600K mutations, as detected by an FDA-approved test [L3335].",8463660,10288191,ACWZRVQXLIRSDF-UHFFFAOYSA-N,Cn1cnc2c1cc(c(c2F)Nc3ccc(cc3F)Br)C(=O)NOCCO,Novartis,1,L01XE41,,
Bosutinib,DB06616,"Bosutinib is a Bcr-Abl kinase inhibitor for the treatment of Philadelphia chromosome-positive (Ph+) chronic myelogenous leukemia (CML). Compared to other tyrosine kinase inhibitors, it has a more favourable hematologic toxicity profile. FDA approved on September 4, 2012.",4486102,5328940,UBPYILGKFZZVDX-UHFFFAOYSA-N,CN1CCN(CC1)CCCOc2cc3c(cc2OC)c(c(cn3)C#N)Nc4cc(c(cc4Cl)Cl)OC,Wyeth,1,L01XE14,,
Brigatinib,DB12267,"Brigatinib, originally named AP26113, is a reversible dual inhibitor of anaplastic lymphoma kinase (ALK) and epidermal growth factor receptor (EGFR). It presents selectivity against the mutant forms of EGFR compared to the wild-type.[A31311] It also exhibits selectivity against 9 different Crizotinib-resistant mutants of the EML4-ALK fusion gene, which is a pivotal player in the transformation of susceptible lung parenchyma.[A31313] Brigatinib was developed by Ariad Pharmaceuticals, a subsidiary of Takeda Pharmaceutical Company Limited, and FDA-approved on April 28, 2017.[L1026]",34982928,68165256,AILRADAXUVEEIR-UHFFFAOYSA-N,CN1CCN(CC1)C2CCN(CC2)c3ccc(c(c3)OC)Nc4ncc(c(n4)Nc5ccccc5P(=O)(C)C)Cl,Ariad Pharmaceuticals,1,L01XE43,,
Brivanib,DB11958,"Brivanib is under investigation for the treatment of HepatoCellular Carcinoma. Brivanib has been investigated for the treatment of Solid Tumors, Hepato Cellular Carcinoma (HCC), and Metastatic Colorectal Cancer (MCRC).",9409099,11234052,WCWUXEGQKLTGDX-LLVKDONJSA-N,Cc1cc2c([nH]1)ccc(c2F)Oc3c4c(c(cn4ncn3)OC[C@@H](C)O)C,Bristol Myers Squibb,0,,,
Buparlisib,DB11666,"Buparlisib has been used in trials studying the treatment and basic science of Lymphoma, Metastases, Lung Cancer, Solid Tumors, and Breast Cancer, among others.",17588300,16654980,CWHUFRVAEUJCEF-UHFFFAOYSA-N,c1c(c(cnc1N)c2cc(nc(n2)N3CCOCC3)N4CCOCC4)C(F)(F)F,Novartis,0,,,
Cabozantinib,DB08875,"Cabozantinib was approved in 2012 and is a non-specific tyrosine kinase inhibitor. It is marketed as Cometriq, which is indicated for the treatment of metastatic medullary thyroid cancer. It's label includes a black box warning of gastrointestinal perforations, fistulas, and hemorrhage.  The FDA approved cabozantinib as Cabometyx for patients with advanced renal cell carcinoma in April 2016.",25948202,25102847,ONIQOQHATWINJY-UHFFFAOYSA-N,COc1cc2c(ccnc2cc1OC)Oc3ccc(cc3)NC(=O)C4(CC4)C(=O)Nc5ccc(cc5)F,Exelixis,1,L01XE26,,
Canertinib,DB05424,"Canertinib is a pan-erbB tyrosine kinase inhibitor which work against esophageal squamous cell carcinoma in vitro and in vivo. Canertinib treatment significantly affects tumour metabolism, proliferation and hypoxia as determined by PET.",137741,156414,OMZCMEYTWSXEPZ-UHFFFAOYSA-N,C=CC(=O)Nc1cc2c(cc1OCCCN3CCOCC3)ncnc2Nc4ccc(c(c4)Cl)F,Pfizer,0,,,
Capivasertib,DB12218,Capivasertib has been investigated for the treatment of Metastatic Breast Cancer.,28189073,25227436,JDUBGYFRJFOXQC-KRWDZBQOSA-N,c1cc(ccc1[C@H](CCO)NC(=O)C2(CCN(CC2)c3c4cc[nH]c4ncn3)N)Cl,Astrazeneca,0,,,
Capmatinib,DB11791,"Capmatinib has been used in trials studying the treatment of Melanoma, Gliosarcoma, Solid Tumors, Colorectal Cancer, and Hepatic Impairment, among others.",25069712,25145656,LIOLIMKSCNQPLV-UHFFFAOYSA-N,CNC(=O)c1ccc(cc1F)c2cnc3ncc(n3n2)Cc4ccc5c(c4)cccn5,Novartis,1,,,
Cediranib,DB04849,The novel indole-ether quinazoline Cediranib is a highly potent (IC<sub>50</sub> &lt; 1 nmol/L) ATP-competitive inhibitor of recombinant KDR tyrosine kinase in vitro. It is being developed clinically as a once-daily oral therapy for the treatment of cancer.,8109103,9933475,XXJWYDDUDKYVKI-UHFFFAOYSA-N,Cc1cc2c([nH]1)ccc(c2F)Oc3c4cc(c(cc4ncn3)OCCCN5CCCC5)OC,Astrazeneca,0,L01XE32,,
Cenisertib,DB06347,Cenisertib is an aurora kinase inhibitor.,9744737,,KSOVGRCOLZZTPF-QMKUDKLTSA-N,Cc1cc(ccc1N2CCN(CC2)C)Nc3ncc(c(n3)N[C@@H]4[C@@H]5C[C@H]([C@@H]4C(=O)N)C=C5)F,EMD Serono,0,,,
Ceralasertib,DB14917,Ceralasertib is under investigation in clinical trial NCT03682289 (Phase II Trial of AZD6738 Alone and in Combination With Olaparib).,58828171,,DTTJKLNXNZAVSM-UHFFFAOYSA-N,CC1COCCN1c2cc(nc(n2)c3cncc4c3cc[nH]4)C5(CC5)S(=N)(=O)C,Astrazeneca,0,,,
Cerdulatinib,DB15499,Cerdulatinib is under investigation in clinical trial NCT04021082 (CELTIC-1: A Phase 2B Study of Cerdulatinib in Patients With Relapsed/refractory Peripheral T-cell Lymphoma (PTCL)).,32822046,,BGLPECHZZQDNCD-UHFFFAOYSA-N,CCS(=O)(=O)N1CCN(CC1)c2ccc(cc2)Nc3ncc(c(n3)NC4CC4)C(=O)N,Portola pharmaceuticals,0,,,
Ceritinib,DB09063,"Ceritinib is used for the treatment of adults with anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer (NSCLC) following failure (secondary to resistance or intolerance) of prior crizotinib therapy. About 4% of patients with NSCLC have a chromosomal rearrangement that generates a fusion gene between EML4 (echinoderm microtubule-associated protein-like 4) and ALK (anaplastic lymphoma kinase), which results in constitutive kinase activity that contributes to carcinogenesis and seems to drive the malignant phenotype. Ceritinib exerts its therapeutic effect by inhibiting autophosphorylation of ALK, ALK-mediated phosphorylation of the downstream signaling protein STAT3, and proliferation of ALK-dependent cancer cells. Following treatment with crizotinib (a first-generation ALK inhibitor), most tumours develop drug resistance due to mutations in key ""gatekeeper"" residues of the enzyme. This occurrence led to development of novel second-generation ALK inhibitors such as ceritinib to overcome crizotinib resistance. The FDA approved ceritinib in April 2014 due to a surprisingly high response rate (56%) towards crizotinib-resistant tumours and has designated it with orphan drug status.",29315053,57379345,VERWOWGGCGHDQE-UHFFFAOYSA-N,Cc1cc(c(cc1C2CCNCC2)OC(C)C)Nc3ncc(c(n3)Nc4ccccc4S(=O)(=O)C(C)C)Cl,Novartis,1,L01XE28,,
Cobimetinib,DB05239,"Cobimetinib is an orally active, potent and highly selective small molecule inhibiting mitogen-activated protein kinase kinase 1 (MAP2K1 or MEK1), and central components of the RAS/RAF/MEK/ERK signal transduction pathway. It has been approved in Switzerland and the US, in combination with vemurafenib for the treatment of patients with unresectable or metastatic BRAF V600 mutation-positive melanoma.",17349374,16222096,BSMCAPRUBJMWDF-KRWDZBQOSA-N,c1c(cc(c(c1)Nc2c(c(ccc2C(=O)N3C[C@@](C3)(O)[C@H]4NCCCC4)F)F)F)I,Hoffmann-La Roche,1,L01XE38,,
Copanlisib,DB12483,"Copanlisib is a selective pan-Class I phosphoinositide 3-kinase (PI3K/Phosphatidylinositol-4,5-bisphosphate 3-kinase/phosphatidylinositide 3-kinase) inhibitor that was first developed by Bayer Healthcare Pharmaceuticals, Inc. The drug targets the enzyme that plays a role in regulating cell growth and survival. Copanlisib was granted accelerated approval on September 14, 2017 under the market name Aliqopa for the treatment of adult patients with relapsed follicular lymphoma and a treatment history of at least two prior systemic therapies. Follicular lymphoma is a slow-growing type of non-Hodgkin lymphoma that is caused by unregulated proliferation and growth of lymphocytes. The active ingredient in Aliquopa intravenous therapy is copanlisib dihydrochloride.",25069683,24989044,PZBCKZWLPGJMAO-UHFFFAOYSA-N,COc1c(ccc2c1N=C(N3C2=NCC3)NC(=O)c4cnc(nc4)N)OCCCN5CCOCC5,Bayer,1,L01XX61,,
Crenolanib,DB11832,Crenolanib is under investigation for the treatment of Diffuse Intrinsic Pontine Glioma and Progressive or Refractory High-Grade Glioma.,8541584,10366136,DYNHJHQFHQTFTP-UHFFFAOYSA-N,CC1(COC1)COc2ccc3c(c2)ncn3c4ccc5cccc(c5n4)N6CCC(CC6)N,Arog Pharmaceuticals,0,,,
Crizotinib,DB08865,"Crizotinib an inhibitor of receptor tyrosine kinase for the treatment of non-small cell lung cancer (NSCLC). Verification of the presence of ALK fusion gene is done by Abbott Molecular's Vysis ALK Break Apart FISH Probe Kit. This verification is used to select for patients suitable for treatment. FDA approved in August 26, 2011.",9801307,11626560,KTEIFNKAUNYNJU-GFCCVEGCSA-N,C[C@H](c1c(ccc(c1Cl)F)Cl)Oc2cc(cnc2N)c3cnn(c3)C4CCNCC4,Pfizer,1,L01XE16,,
CYC116,DB05198,"CYC116 is a novel anticancer compound with a unique target profile involving both cell cycle and angiogenesis inhibition mechanisms. In preclinical studies, CYC116 has demonstrated antitumor activity in both solid tumors and hematological cancers.

Cyclacel's small molecule investigational drug, CYC116, is the third orally-available Cyclacel drug to enter development, which demonstrated anticancer activity with a mechanism consistent with inhibition of Aurora kinase.",,,GPSZYOIFQZPWEJ-UHFFFAOYSA-N,,,0,,,
Dabrafenib,DB08912,"Dabrafenib mesylate (Tafinlar) is a reversible ATP-competitive kinase inhibitor and targets the MAPK pathway. It was approved on May 29, 2013 for the treatment of melanoma [L2718].

In May 2018, Tafinlar (dabrafenib) and Mekinist ([DB08911]) in combination have been approved to treat anaplastic thyroid cancer caused by an abnormal BRAF V600E gene [L2714].",25948204,44462760,BFSMGDJOXZAERB-UHFFFAOYSA-N,CC(C)(C)c1nc(c(s1)c2ccnc(n2)N)c3cccc(c3F)NS(=O)(=O)c4c(cccc4F)F,GlaxoSmithKline,1,L01XE23,,
Dacomitinib,DB11963,"Dacomitinib, designed as (2E)-N-16-4-(piperidin-1-yl) but-2-enamide, is an oral highly selective quinazalone part of the second-generation tyrosine kinase inhibitors which are characterized by the irreversible binding at the ATP domain of the epidermal growth factor receptor family kinase domains.[A40009]

Dacomitinib was developed by Pfizer Inc and approved by the FDA on September 27, 2018.[L4810] Some evidence in the literature suggests the therapeutic potential of dacomitinib in the epithelial ovarian cancer model[A39624], although further investigations are needed.",9685914,11511120,LVXJQMNHJWSHET-AATRIKPKSA-N,COc1cc2c(cc1NC(=O)/C=C/CN3CCCCC3)c(ncn2)Nc4ccc(c(c4)Cl)F,Pfizer,1,L01XE47,,
Dactolisib,DB11651,"Dactolisib has been used in trials studying the treatment of Cancer, Solid Tumor, Renal Cancer, Breast Cancer, and Cowden Syndrome, among others.",10151099,11977753,JOGKUKXHTYWRGZ-UHFFFAOYSA-N,CC(C)(C#N)c1ccc(cc1)n2c3c4cc(ccc4ncc3n(c2=O)C)c5cc6ccccc6nc5,Novartis,0,,,
Danusertib,DB11778,Danusertib has been used in trials studying the treatment of Leukemia.,9617754,11442891,XKFTZKGMDDZMJI-HSZRJFAPSA-N,CN1CCN(CC1)c2ccc(cc2)C(=O)Nc3c4c([nH]n3)CN(C4)C(=O)[C@@H](c5ccccc5)OC,Nerviano Medical Sciences,0,,,
Dasatinib,DB01254,"Dasatinib is an oral dual BCR/ABL and Src family tyrosine kinase inhibitor approved for use in patients with chronic myelogenous leukemia (CML). The main targets of Dasatinib, are BCRABL, SRC, Ephrins and GFR.",2323020,3062316,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cc(nc(n3)C)N4CCN(CC4)CCO)Cl,Bristol Myers Squibb,1,L01XE06,,
Decernotinib,DB12566,Decernotinib has been used in trials studying the treatment of Drug Interactions and Rheumatoid Arthritis.,30843790,59422203,ASUGUQWIHMTFJL-QGZVFWFLSA-N,CC[C@](C)(C(=O)NCC(F)(F)F)Nc1ccnc(n1)c2c[nH]c3c2cccn3,Vertex Pharmaceuticals,0,,,
Defactinib,DB12282,Defactinib has been investigated for the treatment of Malignant Pleural Mesothelioma.,32695161,25117126,FWLMVFUGMHIOAA-UHFFFAOYSA-N,CNC(=O)c1ccc(cc1)Nc2ncc(c(n2)NCc3c(nccn3)N(C)S(=O)(=O)C)C(F)(F)F,Verastem,0,,,
Derazantinib,DB14889,Derazantinib is under investigation in clinical trial NCT03230318 (Derazantinib in Subjects With FGFR2 Gene Fusion Positive Inoperable or Advanced Intrahepatic Cholangiocarcinoma).,59718644,,KPJDVVCDVBFRMU-AREMUKBSSA-N,COCCNCCc1cccc(c1)Nc2ncc3c(n2)-c4ccccc4[C@@H](C3)c5ccccc5F,ArQule,0,,,
Dilmapimod,DB12140,"Dilmapimod has been used in trials studying the treatment and diagnostic of Nerve Trauma, Inflammation, Pain, Neuropathic, Arthritis, Rheumatoid, and Coronary Heart Disease, among others. Dilmapimod (SB-681323) is a p38 MAP-kinase inhibitor that has potential uses in inflammatory conditions such as RA (Rheumatoid Arthritis). Previous p38 MAP-kinase inhibitors have been hindered in development by liver toxicity. Methotrexate (common treatment for RA patients) also has potential liver toxicity.}",8473450,10297982,ORVNHOYNEHYKJG-UHFFFAOYSA-N,Cc1cc(ccc1c2c3ccc(=O)n(c3nc(n2)NC(CO)CO)c4c(cccc4F)F)F,GlaxoSmithKline,0,,,
